C	BODY_CONTENT
L	BODY_CONTENT
I	BODY_CONTENT
M	BODY_CONTENT
A	BODY_CONTENT
TE	BODY_CONTENT
C	BODY_CONTENT
H	BODY_CONTENT
A	BODY_CONTENT
N	BODY_CONTENT
G	BODY_CONTENT
E:	BODY_CONTENT
T	BODY_CONTENT
he	BODY_CONTENT
I	BODY_CONTENT
P	BODY_CONTENT
CC	BODY_CONTENT
1990	BODY_CONTENT
a	BODY_CONTENT
nd	BODY_CONTENT
1992	BODY_CONTENT
A	BODY_CONTENT
s	BODY_CONTENT
s	BODY_CONTENT
e	BODY_CONTENT
s	BODY_CONTENT
s	BODY_CONTENT
m	BODY_CONTENT
e	BODY_CONTENT
n	BODY_CONTENT
ts	BODY_CONTENT
C	BODY_CONTENT
L	BODY_CONTENT
I	BODY_CONTENT
M	BODY_CONTENT
A	BODY_CONTENT
TE	BODY_CONTENT
C	BODY_CONTENT
H	BODY_CONTENT
A	BODY_CONTENT
N	BODY_CONTENT
G	BODY_CONTENT
E:	BODY_CONTENT
The	BODY_CONTENT
1990	BODY_CONTENT
and	BODY_CONTENT
1992	BODY_CONTENT
IPCC	BODY_CONTENT
Assessments	BODY_CONTENT
IPCC	BODY_CONTENT
First	BODY_CONTENT
Assessment	BODY_CONTENT
Report	BODY_CONTENT
Overview	BODY_CONTENT
and	BODY_CONTENT
Policymaker	BODY_CONTENT
Summaries	BODY_CONTENT
and	BODY_CONTENT
1992	BODY_CONTENT
IPPC	BODY_CONTENT
Supplement	BODY_CONTENT
June.	BODY_CONTENT
1992	BODY_CONTENT
Published	BODY_CONTENT
with	BODY_CONTENT
the	BODY_CONTENT
support	BODY_CONTENT
of:*	BODY_CONTENT
The	BODY_CONTENT
Netherlands	BODY_CONTENT
Spain	BODY_CONTENT
United	BODY_CONTENT
States	BODY_CONTENT
of	BODY_CONTENT
America	BODY_CONTENT
Australia	BODY_CONTENT
Canada	BODY_CONTENT
Germany	BODY_CONTENT
Austria	BODY_CONTENT
France	BODY_CONTENT
Japan	BODY_CONTENT
Norway	BODY_CONTENT
United	BODY_CONTENT
Kingdom	BODY_CONTENT
UNEP	BODY_CONTENT
WMO	BODY_CONTENT
©	BODY_CONTENT
Intergovernmental	BODY_CONTENT
Panel	BODY_CONTENT
on	BODY_CONTENT
Climate	BODY_CONTENT
Change	BODY_CONTENT
1992	BODY_CONTENT
Printed	BODY_CONTENT
in	BODY_CONTENT
Canada	BODY_CONTENT
Climate	BODY_CONTENT
Change:	BODY_CONTENT
The	BODY_CONTENT
IPCC	BODY_CONTENT
1990	BODY_CONTENT
and	BODY_CONTENT
1992	BODY_CONTENT
Assessments	BODY_CONTENT
1.	BODY_CONTENT
Climate	BODY_CONTENT
Changes	BODY_CONTENT
I.	BODY_CONTENT
Title	BODY_CONTENT
II.	BODY_CONTENT
IPCC	BODY_CONTENT
ISBN:	BODY_CONTENT
0-662-19821-2	BODY_CONTENT
®	BODY_CONTENT
Tills	BODY_CONTENT
paper	BODY_CONTENT
contains	BODY_CONTENT
a	BODY_CONTENT
minimum	BODY_CONTENT
of	BODY_CONTENT
60%	BODY_CONTENT
recyded	BODY_CONTENT
fibres,	BODY_CONTENT
mduding	BODY_CONTENT
10%posn»nsumei	BODY_CONTENT
fibres	BODY_CONTENT
ACKNOWLEDGEMENTS	BODY_CONTENT
Cover	BODY_CONTENT
Photographs	BODY_CONTENT
Top	BODY_CONTENT
Image	BODY_CONTENT
A	BODY_CONTENT
composite	BODY_CONTENT
colour	BODY_CONTENT
image	BODY_CONTENT
of	BODY_CONTENT
GOES	BODY_CONTENT
satellite	BODY_CONTENT
using	BODY_CONTENT
visible	BODY_CONTENT
and	BODY_CONTENT
infrared	BODY_CONTENT
channels.	BODY_CONTENT
This	BODY_CONTENT
image	BODY_CONTENT
was	BODY_CONTENT
produced	BODY_CONTENT
by	BODY_CONTENT
the	BODY_CONTENT
Data	BODY_CONTENT
Integration	BODY_CONTENT
Division,	BODY_CONTENT
Climate	BODY_CONTENT
Adaptation	BODY_CONTENT
Branch,	BODY_CONTENT
Canadian	BODY_CONTENT
Climate	BODY_CONTENT
Centre.	BODY_CONTENT
Middle	BODY_CONTENT
Image	BODY_CONTENT
A	BODY_CONTENT
full	BODY_CONTENT
global	BODY_CONTENT
disc	BODY_CONTENT
satellite	BODY_CONTENT
image	BODY_CONTENT
(Channel	BODY_CONTENT
Visible	BODY_CONTENT
2)	BODY_CONTENT
for	BODY_CONTENT
4	BODY_CONTENT
September	BODY_CONTENT
1983	BODY_CONTENT
reproduced	BODY_CONTENT
with	BODY_CONTENT
the	BODY_CONTENT
permission	BODY_CONTENT
of	BODY_CONTENT
E	BODY_CONTENT
U	BODY_CONTENT
M	BODY_CONTENT
E	BODY_CONTENT
T	BODY_CONTENT
S	BODY_CONTENT
A	BODY_CONTENT
T.	BODY_CONTENT
Bottom	BODY_CONTENT
Image	BODY_CONTENT
A	BODY_CONTENT
full	BODY_CONTENT
earth	BODY_CONTENT
disc	BODY_CONTENT
view	BODY_CONTENT
of	BODY_CONTENT
cloud	BODY_CONTENT
patterns	BODY_CONTENT
over	BODY_CONTENT
the	BODY_CONTENT
Australian	BODY_CONTENT
region	BODY_CONTENT
on	BODY_CONTENT
19	BODY_CONTENT
February	BODY_CONTENT
1991	BODY_CONTENT
from	BODY_CONTENT
the	BODY_CONTENT
Japanese	BODY_CONTENT
Geostationary	BODY_CONTENT
Satellite	BODY_CONTENT
(GMS4).	BODY_CONTENT
This	BODY_CONTENT
image	BODY_CONTENT
is	BODY_CONTENT
a	BODY_CONTENT
colour	BODY_CONTENT
enhanced	BODY_CONTENT
