Climate	REFERENCES
Change	REFERENCES
1994	REFERENCES
Radiative	REFERENCES
Forcing	REFERENCES
of	REFERENCES
Climate	REFERENCES
Change	REFERENCES
and	REFERENCES
An	REFERENCES
Evaluation	REFERENCES
of	REFERENCES
the	REFERENCES
IPCCIS92	REFERENCES
Emission	REFERENCES
Scenarios	REFERENCES
Edited	REFERENCES
by	REFERENCES
J.T.	REFERENCES
Houghton,	REFERENCES
L.G.	REFERENCES
Meira	REFERENCES
Filho,	REFERENCES
J.	REFERENCES
Bruce,	REFERENCES
Hoesung	REFERENCES
Lee,	REFERENCES
B.A.	REFERENCES
Callander,	REFERENCES
E.	REFERENCES
Haites,	REFERENCES
N.	REFERENCES
Harris	REFERENCES
and	REFERENCES
K.	REFERENCES
Maskell.	REFERENCES
Reports	REFERENCES
of	REFERENCES
Working	REFERENCES
Groups	REFERENCES
I	REFERENCES
and	REFERENCES
III	REFERENCES
of	REFERENCES
the	REFERENCES
Intergovernmental	REFERENCES
Panel	REFERENCES
on	REFERENCES
Climate	REFERENCES
Change,	REFERENCES
forming	REFERENCES
part	REFERENCES
of	REFERENCES
the	REFERENCES
IPCC	REFERENCES
Special	REFERENCES
Report	REFERENCES
to	REFERENCES
the	REFERENCES
first	REFERENCES
session	REFERENCES
of	REFERENCES
the	REFERENCES
Conference	REFERENCES
of	REFERENCES
the	REFERENCES
Parties	REFERENCES
to	REFERENCES
the	REFERENCES
UN	REFERENCES
Framework	REFERENCES
Convention	REFERENCES
on	REFERENCES
Climate	REFERENCES
Change	REFERENCES
Published	REFERENCES
for	REFERENCES
the	REFERENCES
Intergovernmental	REFERENCES
Panel	REFERENCES
on	REFERENCES
Climate	REFERENCES
Change	REFERENCES
C	REFERENCES
A	REFERENCES
M	REFERENCES
B	REFERENCES
R	REFERENCES
I	REFERENCES
D	REFERENCES
GE	REFERENCES
UNIVERSITY	REFERENCES
PRESS	REFERENCES
Published	BODY_CONTENT
by	BODY_CONTENT
the	BODY_CONTENT
Press	BODY_CONTENT
Syndicate	BODY_CONTENT
of	BODY_CONTENT
the	BODY_CONTENT
University	BODY_CONTENT
of	BODY_CONTENT
Cambridge	BODY_CONTENT
The	BODY_CONTENT
Pitt	BODY_CONTENT
Building,	BODY_CONTENT
Trumpington	BODY_CONTENT
Street,	BODY_CONTENT
Cambridge	BODY_CONTENT
CB2	BODY_CONTENT
1RP	BODY_CONTENT
40	BODY_CONTENT
West	BODY_CONTENT
20th	BODY_CONTENT
Street,	BODY_CONTENT
New	BODY_CONTENT
York,	BODY_CONTENT
NY	BODY_CONTENT
10011^211,	BODY_CONTENT
USA	BODY_CONTENT
10	BODY_CONTENT
Stamford	BODY_CONTENT
Road,	BODY_CONTENT
Oakleigh,	BODY_CONTENT
Melbourne	BODY_CONTENT
3166,	BODY_CONTENT
Australia	BODY_CONTENT
©	BODY_CONTENT
Intergovernmental	BODY_CONTENT
Panel	BODY_CONTENT
on	BODY_CONTENT
Climate	BODY_CONTENT
Change	BODY_CONTENT
1995	BODY_CONTENT
First	BODY_CONTENT
published	BODY_CONTENT
1995	BODY_CONTENT
Printed	BODY_CONTENT
in	BODY_CONTENT
Great	BODY_CONTENT
Britain	BODY_CONTENT
at	BODY_CONTENT
the	BODY_CONTENT
University	BODY_CONTENT
Press,	BODY_CONTENT
Cambridge	BODY_CONTENT
British	BODY_CONTENT
Library	BODY_CONTENT
cataloguing	BODY_CONTENT
in	BODY_CONTENT
publication	BODY_CONTENT
data	BODY_CONTENT
available	BODY_CONTENT
Library	BODY_CONTENT
of	BODY_CONTENT
Congress	BODY_CONTENT
cataloguing	BODY_CONTENT
in	BODY_CONTENT
publication	BODY_CONTENT
data	BODY_CONTENT
available	BODY_CONTENT
ISBN	BODY_CONTENT
0	BODY_CONTENT
521	BODY_CONTENT
55055	BODY_CONTENT
6	BODY_CONTENT
hardback	BODY_CONTENT
ISBN	BODY_CONTENT
0	BODY_CONTENT
521	BODY_CONTENT
55962	BODY_CONTENT
6	BODY_CONTENT
paperback	BODY_CONTENT
GE	BODY_CONTENT
Contents	REFERENCES
Foreword	REFERENCES
vii	REFERENCES
Parti	REFERENCES
1	REFERENCES
Preface	REFERENCES
to	REFERENCES
WGI	REFERENCES
Report	REFERENCES
3	REFERENCES
Dedication	REFERENCES
5	REFERENCES
Summary	REFERENCES
for	REFERENCES
Policymakers:	REFERENCES
Radiative	REFERENCES
Forcing	REFERENCES
of	REFERENCES
Climate	REFERENCES
Change	REFERENCES
7	REFERENCES
1	REFERENCES
C0	REFERENCES
2	REFERENCES
and	REFERENCES
the	REFERENCES
Carbon	REFERENCES
Cycle	REFERENCES
35	REFERENCES
2	REFERENCES
Other	REFERENCES
Trace	REFERENCES
Gases	REFERENCES
and	REFERENCES
Atmospheric	REFERENCES
Chemistry	REFERENCES
73	REFERENCES
3	REFERENCES
Aerosols	REFERENCES
127	REFERENCES
4	REFERENCES
Radiative	REFERENCES
Forcing	REFERENCES
163	REFERENCES
5	REFERENCES
Trace	REFERENCES
Gas	REFERENCES
Radiative	REFERENCES
Forcing	REFERENCES
Indices	REFERENCES
205	REFERENCES
Part	REFERENCES
II	REFERENCES
233	REFERENCES
Preface	REFERENCES
to	REFERENCES
WGIII	REFERENCES
Report	REFERENCES
235	REFERENCES
Summary	REFERENCES
for	REFERENCES
Policymakers:	REFERENCES
An	REFERENCES
Evaluation	REFERENCES
of	REFERENCES
the	REFERENCES
IPCCIS92	REFERENCES
Emission	REFERENCES
Scenarios	REFERENCES
237	REFERENCES
6	REFERENCES
An	REFERENCES
Evaluation	REFERENCES
of	REFERENCES
the	REFERENCES
IPCC	REFERENCES
IS92	REFERENCES
Emission	REFERENCES
Scenarios	REFERENCES
247	REFERENCES
Appendix	REFERENCES
1	REFERENCES
Organisation	REFERENCES
of	REFERENCES
IPCC	REFERENCES
305	REFERENCES
Appendix	REFERENCES
2	REFERENCES
List	REFERENCES
of	REFERENCES
Major	REFERENCES
IPCC	REFERENCES
Reports	REFERENCES
307	REFERENCES
Appendix	REFERENCES
3	REFERENCES
Contributors	REFERENCES
to	REFERENCES
IPCC	REFERENCES
WGI	REFERENCES
Report	REFERENCES
309	REFERENCES
Appendix	REFERENCES
4	REFERENCES
Reviewers	REFERENCES
of	REFERENCES
IPCC	REFERENCES
Working	REFERENCES
Group	REFERENCES
I	REFERENCES
Report	REFERENCES
315	REFERENCES
Appendix	REFERENCES
5	REFERENCES
Reviewers	REFERENCES
of	REFERENCES
IPCC	REFERENCES
Working	REFERENCES
Group	REFERENCES
III	REFERENCES
Report	REFERENCES
321	REFERENCES
Appendix	REFERENCES
6	REFERENCES
Acronyms	REFERENCES
327	REFERENCES
Appendix	REFERENCES
7	REFERENCES
Units	REFERENCES
331	REFERENCES
Appendix	REFERENCES
8	REFERENCES
Some	REFERENCES
Chemical	REFERENCES
Symbols	REFERENCES
Used	REFERENCES
in	REFERENCES
this	REFERENCES
Report	REFERENCES
333	REFERENCES
INDEX	REFERENCES
337	REFERENCES
Foreword	UNKNOWN
The	BODY_CONTENT
Intergovernmental	BODY_CONTENT
Panel	BODY_CONTENT
on	BODY_CONTENT
Climate	BODY_CONTENT
Change	BODY_CONTENT
(IPCC)	BODY_CONTENT
was	BODY_CONTENT
jointly	BODY_CONTENT
established	BODY_CONTENT
by	BODY_CONTENT
our	BODY_CONTENT
two	BODY_CONTENT
organizations	BODY_CONTENT
in	BODY_CONTENT
1988,	BODY_CONTENT
under	BODY_CONTENT
the	BODY_CONTENT
chairmanship	BODY_CONTENT
of	BODY_CONTENT
Prof.	BODY_CONTENT
Bert	BODY_CONTENT
Bolin,	BODY_CONTENT
in	BODY_CONTENT
order	BODY_CONTENT
to:	BODY_CONTENT
(i)	BODY_CONTENT
assess	BODY_CONTENT
available	BODY_CONTENT
scientific	BODY_CONTENT
information	BODY_CONTENT
on	BODY_CONTENT
climate	BODY_CONTENT
change,	BODY_CONTENT
(ii)	BODY_CONTENT
assess	BODY_CONTENT
the	BODY_CONTENT
environmental	BODY_CONTENT
and	BODY_CONTENT
socio-economic	BODY_CONTENT
impacts	BODY_CONTENT
of	BODY_CONTENT
climate	BODY_CONTENT
change,	BODY_CONTENT
and	BODY_CONTENT
(iii)	BODY_CONTENT
formulate	BODY_CONTENT
appropriate	BODY_CONTENT
response	BODY_CONTENT
strategies.	BODY_CONTENT
The	BODY_CONTENT
IPCC	BODY_CONTENT
First	BODY_CONTENT
Assessment	BODY_CONTENT
Report	BODY_CONTENT
was	BODY_CONTENT
completed	BODY_CONTENT
in	BODY_CONTENT
August	BODY_CONTENT
1990.	BODY_CONTENT
The	BODY_CONTENT
Report	BODY_CONTENT
became	BODY_CONTENT
a	BODY_CONTENT
standard	BODY_CONTENT
work	BODY_CONTENT
of	BODY_CONTENT
reference,	BODY_CONTENT
widely	BODY_CONTENT
used	BODY_CONTENT
by	BODY_CONTENT
policymakers,	BODY_CONTENT
scientists	BODY_CONTENT
and	BODY_CONTENT
other	BODY_CONTENT
experts,	BODY_CONTENT
and	BODY_CONTENT
represented	BODY_CONTENT
a	BODY_CONTENT
remarkable	BODY_CONTENT
co-ordinated	BODY_CONTENT
effort	BODY_CONTENT
by	BODY_CONTENT
hundreds	BODY_CONTENT
of	BODY_CONTENT
specialists	BODY_CONTENT
from	BODY_CONTENT
all	BODY_CONTENT
over	BODY_CONTENT
the	BODY_CONTENT
world.	BODY_CONTENT
Following	BODY_CONTENT
the	BODY_CONTENT
completion	BODY_CONTENT
of	BODY_CONTENT
the	BODY_CONTENT
IPCC	BODY_CONTENT
First	BODY_CONTENT
Assessment	BODY_CONTENT
Report	BODY_CONTENT
and	BODY_CONTENT
the	BODY_CONTENT
holding	BODY_CONTENT
of	BODY_CONTENT
the	BODY_CONTENT
Second	BODY_CONTENT
World	BODY_CONTENT
Climate	BODY_CONTENT
Conference	BODY_CONTENT
(Geneva,	BODY_CONTENT
October-November,	BODY_CONTENT
1990),	BODY_CONTENT
intergovernmental	BODY_CONTENT
negotiations	BODY_CONTENT
began	BODY_CONTENT
on	BODY_CONTENT
the	BODY_CONTENT
elaboration	BODY_CONTENT
of	BODY_CONTENT
a	BODY_CONTENT
UN	BODY_CONTENT
Framework	BODY_CONTENT
Convention	BODY_CONTENT
on	BODY_CONTENT
Climate	BODY_CONTENT
Change	BODY_CONTENT
(UNFCCC).	BODY_CONTENT
Appreciating	BODY_CONTENT
that	BODY_CONTENT
the	BODY_CONTENT
treaty	BODY_CONTENT
negotiators	BODY_CONTENT
would	BODY_CONTENT
need	BODY_CONTENT
the	BODY_CONTENT
most	BODY_CONTENT
up-to-date	BODY_CONTENT
information	BODY_CONTENT
on	BODY_CONTENT
climate	BODY_CONTENT
change,	BODY_CONTENT
the	BODY_CONTENT
Panel	BODY_CONTENT
in	BODY_CONTENT
1991	BODY_CONTENT
undertook	BODY_CONTENT
to	BODY_CONTENT
review	BODY_CONTENT
critically	BODY_CONTENT
the	BODY_CONTENT
key	BODY_CONTENT
conclusions	BODY_CONTENT
of	BODY_CONTENT
its	BODY_CONTENT
1990	BODY_CONTENT
Report	BODY_CONTENT
in	BODY_CONTENT
the	BODY_CONTENT
light	BODY_CONTENT
of	BODY_CONTENT
new	BODY_CONTENT
data	BODY_CONTENT
and	BODY_CONTENT
analyses.	BODY_CONTENT
The	BODY_CONTENT
Panel	BODY_CONTENT
published	BODY_CONTENT
its	BODY_CONTENT
1992	BODY_CONTENT
update	BODY_CONTENT
a	BODY_CONTENT
few	BODY_CONTENT
months	BODY_CONTENT
ahead	BODY_CONTENT
of	BODY_CONTENT
the	BODY_CONTENT
UN	BODY_CONTENT
Conference	BODY_CONTENT
on	BODY_CONTENT
Environment	BODY_CONTENT
and	BODY_CONTENT
Development	BODY_CONTENT
(Rio	BODY_CONTENT
de	BODY_CONTENT
Janeiro,	BODY_CONTENT
June,	BODY_CONTENT
1992),	BODY_CONTENT
where	BODY_CONTENT
the	BODY_CONTENT
Convention	BODY_CONTENT
was	BODY_CONTENT
signed	BODY_CONTENT
by	BODY_CONTENT
most	BODY_CONTENT
of	BODY_CONTENT
the	BODY_CONTENT
world's	BODY_CONTENT
nations.	BODY_CONTENT
In	BODY_CONTENT
1991-93,	BODY_CONTENT
after	BODY_CONTENT
some	BODY_CONTENT
reorganization	BODY_CONTENT
and	BODY_CONTENT
with	BODY_CONTENT
the	BODY_CONTENT
endorsement	BODY_CONTENT
of	BODY_CONTENT
UNEP	BODY_CONTENT
and	BODY_CONTENT
WMO,	BODY_CONTENT
the	BODY_CONTENT
Panel	BODY_CONTENT
committed	BODY_CONTENT
itself	BODY_CONTENT
to	BODY_CONTENT
produce	BODY_CONTENT
a	BODY_CONTENT
Second	BODY_CONTENT
Assessment	BODY_CONTENT
Report	BODY_CONTENT
in	BODY_CONTENT
1995,	BODY_CONTENT
covering	BODY_CONTENT
the	BODY_CONTENT
same	BODY_CONTENT
range	BODY_CONTENT
of	BODY_CONTENT
topics	BODY_CONTENT
as	BODY_CONTENT
in	BODY_CONTENT
1990	BODY_CONTENT
as	BODY_CONTENT
well	BODY_CONTENT
as	BODY_CONTENT
the	BODY_CONTENT
new	BODY_CONTENT
subject	BODY_CONTENT
area	BODY_CONTENT
of	BODY_CONTENT
technical	BODY_CONTENT
issues	BODY_CONTENT
related	BODY_CONTENT
to	BODY_CONTENT
the	BODY_CONTENT
economic	BODY_CONTENT
aspects	BODY_CONTENT
of	BODY_CONTENT
climate	BODY_CONTENT
change.	BODY_CONTENT
The	BODY_CONTENT
Panel	BODY_CONTENT
was	BODY_CONTENT
aware	BODY_CONTENT
that	BODY_CONTENT
the	BODY_CONTENT
Conference	BODY_CONTENT
of	BODY_CONTENT
the	BODY_CONTENT
Parties	BODY_CONTENT
to	BODY_CONTENT
the	BODY_CONTENT
UNFCCC	BODY_CONTENT
(CoP)	BODY_CONTENT
was	BODY_CONTENT
likely	BODY_CONTENT
to	BODY_CONTENT
meet	BODY_CONTENT
before	BODY_CONTENT
the	BODY_CONTENT
1995	BODY_CONTENT
report	BODY_CONTENT
was	BODY_CONTENT
complete.	BODY_CONTENT
It	BODY_CONTENT
therefore	BODY_CONTENT
undertook	BODY_CONTENT
to	BODY_CONTENT
produce	BODY_CONTENT
for	BODY_CONTENT
the	BODY_CONTENT
first	BODY_CONTENT
session	BODY_CONTENT
of	BODY_CONTENT
the	BODY_CONTENT
CoP,	BODY_CONTENT
a	BODY_CONTENT
Special	BODY_CONTENT
Report	BODY_CONTENT
covering	BODY_CONTENT
selected	BODY_CONTENT
key	BODY_CONTENT
topics	BODY_CONTENT
of	BODY_CONTENT
particular	BODY_CONTENT
interest	BODY_CONTENT
to	BODY_CONTENT
the	BODY_CONTENT
UNFCCC.	BODY_CONTENT
The	BODY_CONTENT
Special	BODY_CONTENT
Report	BODY_CONTENT
consists	BODY_CONTENT
of:	BODY_CONTENT
